dyn_time,num_items
0.001729726791381836,10
0.0023870468139648438,15
0.003097057342529297,20
0.0039119720458984375,25
0.004933595657348633,30
0.005692958831787109,35
0.006224155426025391,40
0.007208585739135742,45
0.008055925369262695,50
