dyn_time,weight
0.0032029151916503906,100
0.007036924362182617,200
0.010479450225830078,300
0.014476299285888672,400
0.018068552017211914,500
0.022558212280273438,600
0.02499556541442871,700
0.030448198318481445,800
0.033667802810668945,900
