Size,Time
200000,3.735487222671509
400000,6.232919692993164
600000,9.86577582359314
800000,13.479386329650879
1000000,16.747273921966553
1200000,20.138927936553955
1400000,25.165421962738037
1600000,27.537875652313232
1800000,31.303720235824585
2000000,34.83647394180298
